"id_ib";"id_fun";"id_fm";"id_um";"str_nombre_ia";"txt_descripcion";"str_formula";"int_codigo_ib";"str_codigo_ib"
"891";"1";"";"";"Emigrantes que retornaron antes de 2004";"";"";"906";"Migra020"
"892";"1";"";"";"Nivel de instrucción del emigrante";"";"";"907";"Migra021"
"893";"1";"";"";"Grado más alto que aprobó el emigrante";"";"";"909";"Migra023"
"894";"1";"";"";"Hogares que reciben remesas";"";"";"914";"Migra028"
"895";"1";"";"";"Remesas por país de destino del emigrante";"";"";"915";"Migra029"
"896";"1";"";"";"Usos del dinero de remesas";"";"";"916";"Migra030"
"897";"1";"";"";"Intención de invertir las remesas";"";"";"918";"Migra032"
"898";"1";"";"";"Razones por las que no ha invertido";"";"";"919";"Migra033"
"899";"1";"";"";"Tiempo durante el cual han recibido remesas los hogares";"";"";"920";"Migra034"
"900";"1";"";"";"Hogares que reciben remesas, clasificados  por sexo del familiar que envía";"";"";"921";"Migra035"
"901";"1";"";"";"Monto de las remesas";"";"";"923";"Migra037"
"902";"1";"";"";"Monto de las remesas durante los últimos 12 meses";"";"";"924";"Migra038"
"903";"1";"";"";"Frecuencia de envío de las remesas durante los últimos 12 meses";"";"";"925";"Migra039"
"904";"1";"";"";"Ayuda en especies envianda por los emigrantes";"";"";"927";"Migra041"
"905";"1";"";"";"Monto de la ayuda en especies";"";"";"928";"Migra042"
"906";"1";"";"";"Actividad del emigrante en el país de origen";"";"";"929";"Migra043"
"907";"1";"";"";"Actividad del emigrante en el país de destino";"";"";"930";"Migra044"
"908";"1";"";"";"Rama de actividad del emigrante en el país de origen";"";"";"931";"Migra045"
"909";"1";"";"";"Rama de actividad del emigrante en el país de destino";"";"";"932";"Migra046"
"910";"1";"";"";"Grupo de ocupación del emigrante en el país de origen";"";"";"933";"Migra047"
"911";"1";"";"";"Grupo de ocupación  del emigrante en el país de destino";"";"";"934";"Migra048"
"912";"1";"";"";"Trabajó el emigrante antes de salir";"";"";"935";"Migra049"
"913";"1";"";"";"Ingreso de remesas al país";"";"";"936";"Migra050"
"914";"1";"";"";"Principales paises de origen de las remesas";"";"";"937";"Migra051"
"915";"1";"";"";"Remesas como porcentaje del PIB";"";"";"938";"Migra052"
"916";"1";"";"";"Número y porcentaje de inmigrantes";"";"";"941";"Migra055"
"917";"1";"";"";"Países de origen de los inmigrantes";"";"";"942";"Migra056"
"918";"1";"";"";"Motivos del ingreso al país";"";"";"943";"Migra057"
"919";"1";"";"";"Profesión u ocupación de los inmigrantes";"";"";"945";"Migra059"
"920";"1";"";"";"Solicitudes de refugio";"";"";"946";"Migra060"
"921";"1";"";"";"Número de refugiados";"";"";"947";"Migra061"
"922";"1";"";"";"Porcentaje de solicitudes de refugio concedidas";"";"";"948";"Migra062"
"923";"1";"";"";"Paíse de origen de los refugiados";"";"";"949";"Migra063"
"924";"1";"";"";"Lugares de asentamiento de los refugiados";"";"";"950";"Migra064"
"925";"1";"";"";"Seguro Social de refugiados";"";"";"951";"Migra065"
"926";"1";"12";"";"Tasa de Asistencia por edad (edades simples)";"";"";"952";"Educa115"
"927";"1";"11";"";"Tasa de Matrícula por edad (edades simples)";"";"";"953";"Educa116"
"928";"1";"";"";"Razones de no asistencia 5 - 17 años";"";"";"954";"Educa117"
"929";"1";"";"";"Razones de no matrícula 6 - 17 años";"";"";"955";"Educa118"
"930";"1";"";"";"Uso de fertilizantes en cultivos permanentes";"";"";"956";"sissan140"
"931";"1";"";"";"Uso de fertilizantes en cultivos transitorios";"";"";"957";"sissan141"
"932";"1";"";"";"Procedimientos fitosanitarios en cultivos permanentes ";"";"";"958";"sissan143"
"933";"1";"";"";"Procedimientos fitosanitarios en cultivos transitorios";"";"";"959";"sissan142"
"935";"1";"792";"";"Recién nacidos vivos con VIH";"Niños/as recién nacidos con VIH, trasmitido por la madre: durante el embarazo, en el momento del parto, o a través de la lactancia materna (primeros 26 días).";"";"962";"Agend_002"
"750";"1";"97";"";"Niños/as inmunizados con Rotavirus";"Niños/as que recibieron la vacuna contra Rotavirus o ROTA. Los rotavirus propician gastroenteritis aguda y fuerte dolor abdominal.";"";"753";"Salud400"
"936";"1";"793";"";"Letalidad por dengue grave";"Fallecimientos o defunciones por dengue grave, expresado como porcentaje del número de casos reportados y confirmados con dengue grave.";"";"963";"Agend_003"
"939";"1";"783";"";"Relación entre el 10% más rico y 10% más pobre";"Promedio del ingreso per cápita que corresponde a la población con mayores ingresos (decil 10), expresado en relación del promedio del ingreso per cápita que corresponde a la población con menores ingresos (decil 1).";"";"968";"Agend_008"
"940";"1";"784";"";"Porcentaje de la población mayor de 12 años que realiza actividad física más de 3,5 horas a la semana ";"Personas de 12 años o más que realizan actividad física más de 3,5 horas a la semana. La promoción de la salud requiere de esparcimiento y actividad física";"";"969";"Agend_009"
"944";"1";"787";"";"Lactancia materna exclusiva en los primeros seis meses de vida";"Niños nacidos vivos que recibieron lactancia exclusiva (sin ningun otro complemento nutricional) al menos los primero 6 meses de vida.";"";"974";"Agend_014"
"947";"1";"782";"";"Brecha en el tiempo dedicado al cuidado entre mujeres y hombres";"Es la diferencia entre el tiempo dedicado al cuidado personal de los hombres y el valor del tiempo dedicado al cuidado personal de las mujeres";"";"977";"Agend_017"
"311";"1";"775";"";"Índice de feminidad";"Relación entre el número de mujeres y el número de hombres que conforman una población. Refleja la composición por sexo de la población.";"";"312";"Pobla011"
"956";"1";"260";"";"Pobreza por necesidades básicas insatisfechas (NBI)";"Se define como ""pobres"" por Necesicades Básicas Insatisfechas (NBI), a aquellas personas que pertenecen a hogares que presentan carencias persistentes en la satisfacción de sus necesidades básicas incluyendo: vivienda, salud, educación y empleo.";"";"986";"Agend_020"
"959";"1";"23";"";"Abandono escolar";"Alumnos/as que desertan o abandonan un grado o año escolar ( 1ro de bachillerato y octavo año de Educación General Básica) antes de terminarlo. Este grupo es analizado respecto al total de niños matriculados en un grado de un año lectivo específico.";"";"989";"Agend_023"
"972";"1";"";"";"Servicios Básicos";"Se presentan cuatro tipos de servicios básicos: agua entubada por red pública, red de alcantarillado, medios de eliminación de basura, servicio eléctrico. El acceso de la población a los servicios básicos públicos define el bienestar y la salud de los mie疤Ỵ疥";"";"1003";"Vivie075"
"974";"1";"";"";"Niños/as que trabajan";"";"";"1005";"Emple084"
"980";"1";"";"";"Abandono Escolar Sistema Fiscomisional - Octavo Básica";"Alumnos/as que desertan o abandonan un grado o año escolar ( 1ro de bachillerato y octavo) antes de terminarlo. Este grupo es analizado respecto al total de niños matriculados en un grado de un año lectivo específico.";"";"1012";"Educa127"
"981";"1";"";"";"Abandono Escolar Sistema Fiscomisional - Primero Bachillerato";"Alumnos/as que desertan o abandonan un grado o año escolar ( 1ro de bachillerato y octavo) antes de terminarlo. Este grupo es analizado respecto al total de niños matriculados en un grado de un año lectivo específico.";"";"1013";"Educa128"
"960";"1";"39";"";"Desnutrición crónica en menores de cinco años";"Niños/as menores de 5 años que presentan un retraso en el crecimiento (talla para la edad inferior a dos desviaciones estándar de los Patrones de Crecimiento Infantil de la OMS mediana).";"";"990";"Agend_024"
"961";"1";"220";"";"Hogares que viven en hacinamiento";"Se considera que un hogar está hacinado si cada uno de los dormitorios con los que cuenta sirve, en promedio, a un número de miembros mayor a tres. Se define como dormitorio a los cuartos o espacios dedicados sólo para dormir.";"";"991";"Agend_025"
"984";"1";"";"";"Repetición escolar Sistema Fiscomisional - Octavo Básica";"Los repetidores son aquellos alumnos/as que no aprueban un determinado año lectivo y deben cursarlo nuevamente. Un sistema educativo es eficiente cuando logra sus objetivos de enseñanza, en un tiempo adecuado y sin desperdicio de recursos humanos y financ疤Ỵ疥";"";"1016";"Educa131"
"985";"1";"";"";"Repetición escolar Sistema Fiscomisional - Primero Bachillerato";"Los repetidores son aquellos alumnos/as que no aprueban un determinado año lectivo y deben cursarlo nuevamente. Un sistema educativo es eficiente cuando logra sus objetivos de enseñanza, en un tiempo adecuado y sin desperdicio de recursos humanos y financ疤Ỵ疥";"";"1017";"Educa132"
"242";"1";"159";"";"Ingreso total promedio del hogar";"Valor promedio del ingreso mensual de los hogares derivado del trabajo, rentas, bonos de sus miembros.";"";"243";"Emple016"
"978";"1";"23";"";"Abandono escolar sistema público - octavo básica";"Alumnos/as que desertan o abandonan un grado o año escolar antes de terminarlo. Este grupo es analizado respecto al total de niños matriculados en un grado de un año lectivo específico. En este caso específico, el indicador analiza a los alumnos del octavo año de básica.";"";"1010";"Educa125"
"988";"1";"";"";"Promoción escolar sistema fiscomisional - octavo básica";"Se considera promovidos a los alumnos/as que han cumplido los requisitos para aprobar el grado o año escolar y pueden continuar los estudios en el siguiente grado del nivel.";"";"1020";"Educa135"
"989";"1";"";"";"Promoción escolar sistema fiscomisional - primero bachillerato";"Se considera promovidos a los alumnos/as que han cumplido los requisitos para aprobar el grado o año escolar y pueden continuar los estudios en el siguiente grado del nivel.";"";"1021";"Educa136"
"995";"1";"318";"";"Bono de desarrollo humano: Madres";"Son transferencias de recursos a los beneficiarios (madres) a través de la red bancaria nacional. El BDH, es la ayuda monetaria, que el gobierno nacional realiza a los hogares y personas vulnerables todos los meses.";"";"1027";"Accio038"
"998";"1";"";"";"Red de alcantarillado y pozo séptico";"";"";"1030";"Vivie077"
"957";"1";"1";"";"Analfabetismo de 15 a 49 años";"Personas que no saben leer y/o escribir y que tienen de 15 a 49 años indígenas y montubias. Las fuentes disponibles miden el analfabetismo mediante la declaración de las propias personas sobre sus destrezas de lectura y escritura.";"";"987";"Agend_021"
"934";"1";"791";"";"Porcentaje de atenciones en el primer nivel en las unidades operativas del Ministerio de Salud";"Consultas primeras o subsecuentes (médicas, odontológicas) realizadas por un paciente para ser atendido de una determinada enfermedad ó acción de salud, en una determinada unidad de salud.";"";"961";"Agend_001"
"992";"1";"789";"";"Mortalidad infantil (razón por cada 1.000 nacidos vivos)";"Probabilidad que tiene un niño/a de morir durante su primer año de vida. Se mide como el número de defunciones de niños/as menores de un año en un determinado año, expresado con relación a cada 1.000 nacidos vivos durante el mismo año.";"";"1024";"Agend_028"
"943";"1";"11";"";"Tasa de asistencia";"Alumnos/as que asisten a establecimientos de enseñanza de un determinado nivel (Básico medio, Básico superior y Bachillerato)  y que pertenecen al grupo de edad que, según las normas reglamentarias o convenciones educativas, corresponde a dicho nivel. La Educación General Básica Media corresponde a 5.º, 6º. y 7.º grados de Educación General Básica y preferentemente se ofrece a los estudiantes de 9 a 11 años de edad; la Educación General Básica Superior corresponde a 8.º, 9.º y 10.º grados de Educación General Básica y preferentemente se ofrece a los estudiantes de 12 a 14 años de edad.";"";"973";"Agend_013"
"384";"1";"52";"";"Muertes con diagnósticos mal definidos";"Muertes de personas de todas las edades registradas en un determinado año que pueden ser designadas como ""no especificadas en otra parte"", ""de etiología desconocidas"" o como ""transitorias"".";"";"386";"Salud120"
"997";"1";"780";"";"Presupuesto Sector Social  (devengado) por Fuente de Financiamiento";"";"";"1029";"Inver053"
"469";"1";"242";"";"Hogares con computadora";"Hogares que disponen de computadora(s). No distingue la calidad, tiempo de vida o tecnología de los aparatos; es un indicador importante del acceso de la población a oportunidades de educación acordes con las tendencias actuales.";"";"471";"Vivie015"
"738";"1";"220";"";"Hacinamiento";"Se considera que un hogar está hacinado si cada uno de los dormitorios con los que cuenta sirve, en promedio, a un número de miembros mayor a tres. Se define como dormitorio a los cuartos o espacios dedicados sólo para dormir.";"";"741";"Salud100"
"314";"1";"774";"";"Densidad demográfica";"Promedio de habitantes por cada kilómetro cuadrado de territorio en un año determinado.";"";"315";"Pobla004"
"307";"1";"794";"";"Población";"Total de habitantes del país en un año determinado según los censos nacionales de población.";"";"308";"Pobla038"
"941";"1";"785";"";"Porcentaje de población cubierta por aseguramiento social";"Constituye las personas que están cubiertas por algún tipo de aseguramiento social como: el Instituto Ecuatoriano de seguridad Social (IESS), el Instituto de Seguridad Social de las Fuerzas Armadas (ISSFA), el Instituto de Seguridad social de la Policía Nacional (ISSPOL), y por la Seguridad Social no contributiva.";"";"970";"Agend_010"
"942";"1";"786";"";"Porcentaje de niños y niñas menores de 5 años que participan en programas de primera infancia";"Niños/as menores de 5 años que asisten a centros de cuidado diario o a programas de primera infancia. Los centros de cuidado pueden ser públicos o privados: Ministerio de Inclusión Económica y Social, Ministerio de Educación, Gobiernos, Municipios, instituciones privadas, entre otros.";"";"971";"Agend_011"
"962";"1";"711";"";"Déficit habitacional cuantitativo";"Se refiere a la vivienda irrecuperable, esto significa, las necesidades de reemplazo derivadas de la existencia de viviendas que no cumplen condiciones mínimas de calidad y/o habitabilidad. La necesidad de reposición considera toda vivienda de materialidad deficitaria y el estado de las mismas.";"";"993";"Agend_027"
"994";"1";"790";"";"Índice de camas disponibles por cada 1.000 habitantes";"Se refiere a la cantidad de camas disponibles para internaciones en hospitales públicos, privados, generales y especializados, y centros de rehabilitación. En la mayoría de los casos se incluyen tanto las camas para atención de enfermos agudos como crónicos.";"";"1026";"Agend_030"
"945";"1";"781";"";"Índice de percepción de calidad de servicios públicos de educación y salud";"Analiza la percepción de calidad de servicios públicos tanto de educación ( básica, bachillerato o superior) como de salud. La población investigada (que tiene 16 años y más) es aquella que ha utilizado estos servicios, calificándolos desde 0 hasta 10 puntos (excelente). ";"";"975";"Agend_015"
"937";"1";"769";"";"Trabajo infantil de 5 a 14 años";"Niños/as trabajadores/as son aquellos que trabajaron al menos una hora la semana pasada, realizaron alguna actividad dentro o fuera del hogar para ayudar al mantenimiento del mismo, o aquellos que no trabajaron la semana pasada pero tienen un trabajo al cual regresarán.";"";"965";"Agend_005"
"938";"1";"788";"";"Obesidad y sobrepeso de 5 a 11 años";"El sobrepeso y la obesidad son definidos como una acumulación anormal o excesiva de grasa que puede afectar el buen estado de salud (WHO 2010). Se refiere al número de niños entre 5 y 11 años con sobrepeso y obesidad expresado como procentaje del total de niños de ese grupo de edad.";"";"966";"Agend_006"
"954";"1";"254";"";"Coeficiente de Gini";"El coeficiente de Gini del ingreso es una medida estadística de la desigualdad en la distribución del ingreso de los perceptores individuales que varía entre 0 y 1. Muestra mayor desigualdad mientras se aproxima más a 1, y corresponde a 0 en el caso hipotético de una distribución totalmente equitativa.";"";"984";"Agend_018"
"993";"1";"120";"";"Mortalidad materna (razón por cada 100.000 nacidos vivos)";"Probabilidad que tiene una mujer de morir por causas que conciernen a la maternidad. Se mide como el número de defunciones de mujeres en edad fértil –MEF- (15 a 49 años cumplidos) en un determinado año por causas relacionadas con el embarazo, aborto, parto y puerperio. Se refiere únicamente a muertes por causas obstétricas. Excluye las muertes por accidentes no obstétricos o por enfermedades que se presentan durante el período de la gestación pero que no tienen relación directa con él.";"";"1025";"Agend_029"
"192";"1";"1";"";"Analfabetismo";"Personas que no saben leer y/o escribir y que tienen 15 años o más. Las fuentes disponibles miden el analfabetismo mediante la declaración de las propias personas sobre sus destrezas de lectura y escritura. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"193";"Educa014"
"194";"1";"2";"";"Analfabetismo funcional";"Personas de 15 años cumplidos y más que tienen tres años o menos de escolaridad. Se denomina analfabetismo funcional a la condición de las personas que no pueden entender lo que leen, o que no se pueden dar a entender por escrito, o que no pueden realizar operaciones matemáticas elementales. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"195";"Educa016"
"195";"1";"3";"";"Escolaridad";"Número promedio de años lectivos aprobados en instituciones de educación formal en los niveles primario, secundario, superior universitario, superior no universitario y postgrado para las personas de 24 años y más; a dicha edad una persona debería haber terminado de estudiar o estaría a punto de hacerlo, según el sistema educativo vigente. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"196";"Educa028"
"199";"1";"7";"";"Educación básica completa";"Personas de 16 años y más que completaron la educación básica. La educación básica corresponde al jardín de infantes, nivel primario y los tres primeros años de secundaria del anterior sistema. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"200";"Educa025"
"948";"1";"11";"";"Tasa neta de asistencia básica";"Número de alumnos/as que asisten a establecimientos de enseñanza de un determinado nivel y que pertenecen al grupo de edad que, según las normas reglamentarias o convenciones educativas, corresponde a dicho nivel. La enseñanza básica, comprende 10 años de educación, equivale al nivel jardín de infantes, primario y los 3 primeros años de educación secundaria del anterior sistema, la población de referencia son los niños/as de 5 a 14 años. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"978";"Educa119"
"949";"1";"11";"";"Tasa neta de asistencia bachillerato";"Número de alumnos/as que asisten a establecimientos de enseñanza de un determinado nivel y que pertenecen al grupo de edad que, según las normas reglamentarias o convenciones educativas, corresponde a dicho nivel. La enseñanza media o bachillerato, equivale a los 3 últimos años de educación secundaria del anterior sistema, la población de referencia son los niños/as de 15 a 17 años. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"979";"Educa120"
"327";"1";"44";"";"Población sin seguro de salud";"Personas de todas las edades no afiliadas o cubiertas por seguros de salud, públicos o privados. En el Ecuador, la población tiene como opciones de seguro médico: el sistema nacional de seguridad social (incluyendo el programa Seguro Social Campesino), los sistemas de aseguramiento de Fuerzas Armadas y Policía y los seguros de salud privados.";"";"328";"Salud169"
"950";"1";"11";"";"Tasa neta de asistencia superior";"Número de alumnos/as que asisten a establecimientos de enseñanza de un determinado nivel y que pertenecen al grupo de edad que, según las normas reglamentarias o convenciones educativas, corresponde a dicho nivel. El nivel superior considera estudios superiores universitarios y no universitarios (niveles 4 y 5 según la CINE), la población de referencia está constituida por las personas de 18 a 24 años. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"980";"Educa121"
"951";"1";"10";"";"Tasa bruta de asistencia básica";"Alumnos/as que asisten a establecimientos de enseñanza de un determinado nivel independiente de su edad. Este indicador da cuenta de la expansión de la matrícula en establecimientos de enseñanza en cada uno de los niveles del sistema educativo entre la población, independientemente de las normas de edad existentes para asistir a cada nivel. La enseñanza básica, comprende 10 años de educación, equivale al nivel jardín de infantes, primario y los 3 primeros años de educación secundaria del anterior sistema, la población de referencia son los niños/as de 5 a 14 años. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, y no es comparable con los datos que se presentan.";"";"981";"Educa122"
"381";"1";"49";"";"Muertes por enfermedades transmisibles, reproductivas y de la nutrición";"Muertes de personas de todas las edades registradas en un determinado año imputadas a enfermedades prevenibles, por causas reproductivas y deficiencias nutricionales. Sobre éste tipo de enfermedades se pueden efectuar acciones de promoción y prevención de la salud, educación sanitaria y detección oportuna por parte del servicio de salud, siempre y cuando a la vez mejoren las condiciones sociales de la población.";"";"383";"Salud129"
"196";"1";"4";"";"Esperanza de vida escolar";"Número de años de educación formal o escolaridad que, en promedio, se espera que tendrán en el futuro los niños/as que tienen seis años de edad en un determinado año. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"197";"Educa031"
"200";"1";"8";"";"Instrucción superior";"Número de personas de 24 años y más que cursan o cursaron uno o más años de estudios de nivel superior. Incluye, según las fuentes, estudios superiores no universitarios, universitarios y de postgrado. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, por lo tanto, no es comparable con los datos que se presentan.";"";"201";"Educa038"
"952";"1";"10";"";"Tasa bruta de asistencia bachillerato";"Alumnos/as que asisten a establecimientos de enseñanza de un determinado nivel independiente de su edad. Este indicador da cuenta de la expansión de la matrícula en establecimientos de enseñanza en cada uno de los niveles del sistema educativo entre la población, independientemente de las normas de edad existentes para asistir a cada nivel. La enseñanza media o bachillerato, equivale a los tres últimos años de educación secundaria del anterior sistema, la población de referencia son los niños/as de 15 a 17 años. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, y no es comparable con los datos que se presentan.";"";"982";"Educa123"
"953";"1";"10";"";"Tasa bruta de asistencia superior";"Alumnos/as que asisten a establecimientos de enseñanza de un determinado nivel independiente de su edad. Este indicador da cuenta de la expansión de la matrícula en establecimientos de enseñanza en cada uno de los niveles del sistema educativo entre la población, independientemente de las normas de edad existentes para asistir a cada nivel. El nivel superior considera estudios superiores universitarios y no universitarios (niveles 4 y 5 según la CINE), la población de referencia está constituida por las personas de 18 a 24 años. No existe dato para el año 2002 porque la encuesta es representativa únicamente a nivel urbano, y no es comparable con los datos que se presentan.";"";"983";"Educa124"
"979";"1";"23";"";"Abandono escolar sistema público - primero bachillerato";"Alumnos/as que desertan o abandonan un grado o año escolar antes de terminarlo. Este grupo es analizado respecto al total de niños matriculados en un grado de un año lectivo específico. En este caso específico, el indicador analiza a los alumnos del primer año de bachillerato.";"";"1011";"Educa126"
"982";"1";"22";"";"Repetición escolar sistema público - octavo básica";"Los repetidores son aquellos alumnos/as que no aprueban un determinado año lectivo y deben cursarlo nuevamente. Un sistema educativo es eficiente cuando logra sus objetivos de enseñanza, en un tiempo adecuado y sin desperdicio de recursos humanos y financieros. En el caso de este indicador se refleja a los alumnos que deben repetir el octavo año de básica.";"";"1014";"Educa129"
"983";"1";"22";"";"Repetición escolar sistema público - primero bachillerato";"Los repetidores son aquellos alumnos/as que no aprueban un determinado año lectivo y deben cursarlo nuevamente. Un sistema educativo es eficiente cuando logra sus objetivos de enseñanza, en un tiempo adecuado y sin desperdicio de recursos humanos y financieros. En el caso de este indicador se refleja a los alumnos que deben repetir el primer año de bachillerato.";"";"1015";"Educa130"
"986";"1";"21";"";"Promoción escolar sistema público - octavo básica";"Se considera promovidos a los alumnos/as que han cumplido los requisitos para aprobar el grado o año escolar y pueden continuar los estudios en el siguiente grado del nivel. En el caso de este indicador se refleja a los alumnos que pasaron o fueron promovidos de octavo año de básica a noveno año de básica.";"";"1018";"Educa133"
"987";"1";"21";"";"Promoción escolar sistema público - primero bachillerato";"Se considera promovidos a los alumnos/as que han cumplido los requisitos para aprobar el grado o año escolar y pueden continuar los estudios en el siguiente grado del nivel. En el caso de este indicador se refleja a los alumnos que pasaron o fueron promovidos de primer año de bachillerato a segundo año de bachillerato.";"";"1019";"Educa134"
"990";"1";"28";"";"Alumnos/as por aula - sostenimiento fiscal";"Contabiliza el número de alumnos/as que existe por cada aula en las diferentes instituciones educativas de sostenimiento fiscal. Los logros educacionales de un país dependen de la inversión en recursos humanos e infraestructura para la educación, la inversión en la capacidad instalada de la educación es un reflejo de las políticas de desarrollo del capital humano.";"";"1022";"Educa137"
"991";"1";"28";"";"Alumnos/as por aula - sostenimiento fiscomisional";"Contabiliza el número de alumnos/as que existe por cada aula en las diferentes instituciones educativas de sostenimiento fiscomisional. Los logros educacionales de un país dependen de la inversión en recursos humanos e infraestructura para la educación, la inversión en la capacidad instalada de la educación es un reflejo de las políticas de desarrollo del capital humano.";"";"1023";"Educa138"
"1003";"1";"786";"";"Porcentaje de niños y niñas menores de 5 años que participan en programas de primera infancia(Pobreza)";"";"";"";"Agend_032"
"1004";"1";"786";"";"Letalidad por dengue ";"";"";"";"Agend_031"
"341";"1";"115";"";"Promedio de días de estadia en establecimientos del MSP";"Días promedio que una persona internada permanece alojada en un establecimiento hospitalario del MSP. Este es un indicador importante para definir la eficiencia de las instituciones hospitalarias para resolver un ingreso hospitalario y culminar con un egreso.";"";"343";"Salud173"
"358";"1";"779";"";"Tasa de mortalidad infantil (método indirecto)";"Probabilidad que tienen un niño/a de morir durante su primer año de vida. Se expresa como el número estimado de defunciones de niños/as menores de 1 año en un determinado período con relación a cada 1.000 nacidos vivos durante ese período. Se basa en estimaciones de la fecundidad de las mujeres en edad fértil realizadas a partir de los censos de población y de modelos generales de comportamiento demográfico.";"";"360";"Salud186"
"366";"1";"92";"";"Bajo peso al nacer";"Nacidos vivos en los últimos cinco años cuyo peso fue inferior a 2.500 gr (5,5 libras). El bajo peso al nacer es un indicador indirecto de la situación de la madre durante el embarazo: alerta sobre la desnutrición materno /fetal y la premadurez: niños/as nacidos antes de cumplir los 9 meses de embarazo.";"";"368";"Salud021"
"367";"1";"93";"";"Niños/as inmunizados con BCG";"Niños/as menores de 1 año que recibieron la vacuna contra la tuberculosis o BCG. La tuberculosis es una enfermedad infecciosa, aguda o crónica, producida por el bacilo mycrobacterium tuberculosis, que puede afectar a cualquier tejido del organismo pero que se suele localizar en los pulmones.";"";"369";"Salud137"
"373";"1";"99";"";"Control del niño/a sano";"El control del niño sano se espera sea un buen pretexto para la visita de las madres al servicio de salud con el fin de recibir educación sobre el cuidado de los niños y niñas de 1 a 4 años sobre nutrición , lactancia materna, destete, alimentación combinada, inmunizaciones y sus efectos colaterales, dentición , higiene del bebé, estimulación precoz, motricidad, atención primaria de las enfermedades más prevalentes como diarrea, infección respiratoria aguda, que siendo bien manejadas desde el primer momento por las madres, evitan las muertes infantiles.";"";"375";"Salud053"
"442";"1";"139";"";"Conocimiento de la existencia de ETS y del VIH/SIDA";"Mujeres en edad fértil (MEF) que conocen la existencia de enfermedades de transmisión sexual (ETS) y del VIH/SIDA. La mayoría de ETS son curables, sin embargo algunas pueden resultar mortales o dejar secuelas importantes si no son atendidas a tiempo y el SIDA es mortal. Es importante que la población conozca la existencia de las ETS para que pueda prevenir su contagio.";"";"444";"Salud034"
"231";"1";"167";"";"Tasa de subempleo global ";"Constituyen la suma de los subempleados visibles y los subempleados de otras formas dividida para el total de ocupados. El subempleo refleja la subutilización de la capacidad productiva de la población ocupada, incluyendo el que es causado por un sistema económico nacional o local deficiente. Se relaciona con una situación alternativa de empleo que la persona está de acuerdo en desempeñar y está disponible para hacerlo.";"";"232";"Emple068"
"233";"1";"146";"";"Población en edad de trabajar (PET)";"Población en edad de trabajar (PET) son todas las personas mayores a una edad a partir de la cual se considera que están en capacidad de trabajar. El SIISE usó como edad de referencia los 10 años para asegurar la comparabilidad entre las fuentes disponibles.";"";"234";"Emple043"
"234";"1";"147";"";"Población económicamente activa (PEA)";"Son económicamente activas las personas en edad de trabajar (10 años y más) que: (i) trabajaron al menos una hora durante el período de referencia de la medición en tareas con o sin remuneración, incluyendo la ayuda a otros miembros del hogar en alguna actividad productiva o en un negocio o finca del hogar; (ii) si bien no trabajaron, tenían algún empleo o negocio del cual estuvieron ausentes por enfermedad, huelga, licencia, vacaciones u otras causas; y (iii) no comprendidas en los dos grupos anteriores, que estaban en disponibilidad de trabajar.";"";"235";"Emple042"
"237";"1";"154";"";"Perceptores de ingresos laborales en el hogar";"Número promedio de personas de 10 años y más en cada hogar que perciben algún ingreso laboral. Se refiere a todos los ingresos salariales (ingresos del trabajo en relación de dependencia) e ingresos como patrono y cuentapropista (ingresos del trabajo independiente).";"";"238";"Emple039"
"245";"1";"152";"";"PEA afiliada y/o cubierta por el seguro social";"Personas económicamente activas de 10 años y más afiliadas y/o cubiertas por los programas de seguridad social del país. El seguro social ecuatoriano es un derecho de todas las personas, naturales o extranjeras, que presten servicios en virtud de un contrato de trabajo o por nombramiento.";"";"246";"Emple037"
"246";"1";"153";"";"PEA afiliada y/o cubierta por el seguro social campesino";"Personas económicamente activas de 10 años y más afiliadas o cubiertas por el programa Seguro Social Campesino (SSC). La seguridad campesina ha sido una de las más buscadas reivindicaciones del movimiento campesino e indígena del país. Este indicador es especialmente relevante para las zonas rurales.";"";"247";"Emple038"
